GPSSecondsToday,Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),Thermocouple 5 (deg C),Thermocouple 6 (deg C),Thermocouple 7 (deg C),PANELT (deg C),Thermocouple 9 (deg C),EGT R (deg C),Thermocouple 11 (deg C),EGT L (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),CTL TEMPERATURE (deg C),OIL T TEMPERATURE (deg C),CARB TEMPERATURE (deg C),FUEL PRESSURE (PSI),ELEV POSITION (%),GEAR CONTACT (V),GP Input 7,GP Input 8,FUEL L LEVEL (gal),FUEL R LEVEL (gal),OIL P PRESSURE (PSI),CTR TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,
51997.060,1536.50,2,9,2021-03-29 14:26:37,-33.58556,+21.80928,8389,98.2,288.5,+26.8,,,,,14:26:37,+2.8,-0.5,306.9,98.5,+8015,-0.4,+0.01,+1.0,28,-54,+12,113.7,29.92,+9538,280,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5535,5535,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+678,,+744,,,+92.9,+108.7,+37.4,+4.7,-92,+4.996,,,+7.7,+7.5,+59.3,+29.9,,,,,
51997.180,1536.62,2,9,2021-03-29 14:26:37,-33.58553,+21.80917,8388,98.4,288.4,+26.8,,,,,14:26:37,+2.8,-0.6,306.9,98.5,+8015,-0.4,+0.01,+1.0,27,-56,+12,113.7,29.92,+9538,280,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5534,5534,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+678,,+744,,,+92.8,+108.6,+37.4,+4.7,-92,+4.996,,,+7.7,+7.5,+59.3,+29.8,,,,,
51997.310,1536.75,2,9,2021-03-29 14:26:37,-33.58553,+21.80917,8388,98.4,288.4,+26.8,,,,,14:26:37,+2.8,-0.6,306.9,98.6,+8015,-0.4,+0.01,+1.0,27,-61,+12,113.7,29.92,+9538,280,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5534,5534,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+678,,+744,,,+92.8,+108.6,+37.4,+4.7,-92,+4.996,,,+7.7,+7.5,+59.3,+30.6,,,,,
51997.440,1536.88,2,9,2021-03-29 14:26:37,-33.58550,+21.80907,8388,98.6,288.4,+26.8,,,,,14:26:37,+2.8,-0.6,306.9,98.6,+8015,-0.4,+0.01,+1.0,28,-57,+12,113.7,29.92,+9538,280,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5536,5536,21.9,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+678,,+744,,,+93.0,+108.8,+37.4,+4.6,-92,+4.996,,,+7.7,+7.5,+59.3,+30.7,,,,,
51997.560,1537.00,2,9,2021-03-29 14:26:37,-33.58547,+21.80896,8388,98.7,288.4,+26.8,,,,,14:26:37,+2.7,-0.7,306.9,98.7,+8015,-0.3,+0.01,+1.0,28,-65,+12,113.9,29.92,+9538,280,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5536,5536,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+678,,+744,,,+93.0,+108.9,+37.4,+4.7,-92,+4.996,,,+7.7,+7.5,+59.3,+30.0,,,,,
51997.680,1537.12,2,9,2021-03-29 14:26:37,-33.58547,+21.80896,8388,98.7,288.4,+26.8,,,,,14:26:37,+2.7,-0.8,306.9,98.9,+8015,-0.3,+0.01,+1.0,27,-73,+12,114.1,29.92,+9538,279,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5537,5537,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+678,,+743,,,+92.9,+108.7,+37.4,+4.7,-92,+4.996,,,+7.7,+7.5,+59.3,+30.9,,,,,
51997.810,1537.25,2,9,2021-03-29 14:26:37,-33.58544,+21.80886,8387,98.7,288.3,+26.8,,,,,14:26:38,+2.6,-0.8,307.0,99.4,+8015,-0.3,+0.01,+1.0,27,-81,+12,114.6,29.92,+9538,279,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5537,5537,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+678,,+743,,,+92.8,+108.5,+37.4,+4.7,-92,+4.996,,,+7.7,+7.5,+59.3,+32.5,,,,,
51997.940,1537.38,2,9,2021-03-29 14:26:37,-33.58544,+21.80886,8387,98.7,288.3,+26.8,,,,,14:26:38,+2.4,-0.8,307.0,99.7,+8015,-0.2,+0.01,+1.0,27,-82,+12,115.0,29.92,+9538,279,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5544,5544,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+678,,+743,,,+92.8,+108.5,+37.3,+4.7,-92,+4.996,,,+7.7,+7.5,+59.3,+32.6,,,,,
51998.060,1537.50,2,9,2021-03-29 14:26:38,-33.58541,+21.80876,8387,98.9,288.3,+26.8,,,,,14:26:38,+2.3,-0.8,307.1,99.9,+8015,-0.2,+0.01,+1.0,26,-77,+12,115.3,29.92,+9538,279,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5544,5544,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+678,,+743,,,+92.8,+108.5,+37.3,+4.7,-92,+4.996,,,+7.7,+7.5,+59.2,+32.9,,,,,
51998.180,1537.62,2,9,2021-03-29 14:26:38,-33.58538,+21.80865,8386,99.1,288.3,+26.8,,,,,14:26:38,+2.1,-0.8,307.2,100.1,+8015,-0.2,+0.01,+1.0,27,-78,+12,115.4,29.92,+9538,279,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5544,5544,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+678,,+743,,,+92.8,+108.6,+37.3,+4.7,-92,+4.996,,,+7.7,+7.5,+59.2,+33.6,,,,,
51998.310,1537.75,2,9,2021-03-29 14:26:38,-33.58538,+21.80865,8386,99.1,288.3,+26.8,,,,,14:26:38,+2.0,-0.7,307.2,100.1,+8015,-0.1,+0.01,+1.0,27,-81,+12,115.5,29.92,+9538,279,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5544,5544,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+678,,+743,,,+92.8,+108.6,+37.3,+4.7,-92,+4.996,,,+7.7,+7.5,+59.2,+34.4,,,,,
51998.440,1537.88,2,9,2021-03-29 14:26:38,-33.58535,+21.80855,8386,99.1,288.3,+26.8,,,,,14:26:38,+2.0,-0.7,307.2,100.2,+8015,-0.1,+0.01,+1.0,27,-83,+12,115.6,29.92,+9538,279,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5540,5540,21.9,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+743,,,+92.8,+108.5,+37.3,+4.6,-92,+4.996,,,+7.7,+7.5,+59.2,+33.9,,,,,
51998.560,1538.00,2,9,2021-03-29 14:26:38,-33.58532,+21.80844,8385,99.3,288.2,+26.8,,,,,14:26:38,+2.0,-0.8,307.2,100.2,+8015,-0.1,+0.01,+1.0,28,-90,+12,115.6,29.92,+9538,279,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5540,5540,21.9,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+743,,,+92.8,+108.6,+37.3,+4.6,-92,+4.996,,,+7.7,+7.5,+59.2,+31.4,,,,,
51998.680,1538.12,2,9,2021-03-29 14:26:38,-33.58532,+21.80844,8385,99.3,288.2,+26.8,,,,,14:26:38,+2.0,-0.9,307.2,100.4,+8015,-0.2,+0.01,+1.0,28,-94,+12,115.8,29.92,+9538,279,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5535,5535,21.9,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+743,,,+92.9,+108.7,+37.3,+4.6,-92,+4.996,,,+7.7,+7.5,+59.2,+31.4,,,,,
51998.810,1538.25,2,9,2021-03-29 14:26:38,-33.58530,+21.80834,8385,99.4,288.2,+26.8,,,,,14:26:39,+2.0,-1.0,307.2,100.4,+8015,-0.2,+0.01,+1.0,28,-98,+12,115.8,29.92,+9538,279,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5535,5535,21.9,0.0,0.0,4.5,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+743,,,+93.0,+108.8,+37.3,+4.5,-92,+4.996,,,+7.7,+7.5,+59.2,+32.8,,,,,
51998.940,1538.38,2,9,2021-03-29 14:26:38,-33.58530,+21.80834,8384,99.4,288.2,+26.8,,,,,14:26:39,+2.0,-1.0,307.3,100.4,+8015,-0.2,+0.01,+1.0,28,-97,+12,115.9,29.92,+9538,279,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5540,5540,21.9,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+742,,,+92.8,+108.6,+37.3,+4.6,-92,+4.996,,,+7.7,+7.5,+59.2,+33.6,,,,,
51999.060,1538.50,2,9,2021-03-29 14:26:39,-33.58527,+21.80824,8384,99.5,288.1,+26.8,,,,,14:26:39,+2.0,-1.0,307.3,100.4,+8015,-0.2,+0.01,+1.0,28,-94,+12,115.9,29.92,+9538,279,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5540,5540,21.9,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+742,,,+92.7,+108.5,+37.2,+4.6,-92,+4.996,,,+7.7,+7.5,+59.3,+33.7,,,,,
51999.180,1538.62,2,9,2021-03-29 14:26:39,-33.58524,+21.80813,8383,99.7,288.0,+26.8,,,,,14:26:39,+2.0,-1.0,307.4,100.5,+8015,-0.2,+0.01,+1.0,28,-99,+12,115.9,29.92,+9538,279,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5540,5540,21.9,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+742,,,+92.7,+108.4,+37.2,+4.6,-92,+4.996,,,+7.7,+7.5,+59.3,+32.6,,,,,
51999.310,1538.75,2,9,2021-03-29 14:26:39,-33.58524,+21.80813,8383,99.7,288.0,+26.8,,,,,14:26:39,+2.0,-1.0,307.4,100.5,+8015,-0.2,+0.01,+1.0,28,-98,+12,115.9,29.92,+9538,279,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5540,5540,21.9,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+742,,,+92.8,+108.5,+37.2,+4.6,-92,+4.996,,,+7.7,+7.5,+59.3,+32.3,,,,,
51999.440,1538.88,2,9,2021-03-29 14:26:39,-33.58521,+21.80803,8382,99.8,288.0,+26.8,,,,,14:26:39,+2.0,-0.8,307.5,100.4,+8015,-0.2,+0.01,+1.0,28,-95,+12,115.8,29.92,+9538,279,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5537,5537,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+742,,,+92.8,+108.6,+37.2,+4.7,-92,+4.996,,,+7.7,+7.5,+59.4,+31.1,,,,,
51999.560,1539.00,2,9,2021-03-29 14:26:39,-33.58518,+21.80792,8382,99.8,288.0,+26.8,,,,,14:26:39,+2.1,-0.8,307.5,100.7,+8015,-0.1,+0.01,+1.0,28,-93,+12,116.1,29.92,+9538,279,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5537,5537,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+742,,,+92.8,+108.5,+37.2,+4.7,-92,+4.996,,,+7.7,+7.5,+59.4,+31.8,,,,,
51999.680,1539.12,2,9,2021-03-29 14:26:39,-33.58518,+21.80792,8382,99.8,288.0,+26.8,,,,,14:26:39,+2.1,-0.8,307.4,100.7,+8015,-0.1,+0.01,+1.0,28,-98,+12,116.1,29.92,+9538,278,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5535,5535,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+742,,,+92.7,+108.4,+37.2,+4.7,-92,+4.996,,,+7.7,+7.5,+59.5,+32.7,,,,,
51999.810,1539.25,2,9,2021-03-29 14:26:39,-33.58516,+21.80782,8382,100.0,287.9,+26.8,,,,,14:26:40,+2.2,-0.7,307.4,100.7,+8015,-0.1,+0.01,+1.0,28,-98,+12,116.2,29.92,+9538,278,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5535,5535,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+742,,,+92.8,+108.5,+37.2,+4.7,-92,+4.996,,,+7.7,+7.5,+59.4,+32.4,,,,,
51999.940,1539.38,2,9,2021-03-29 14:26:39,-33.58516,+21.80782,8381,100.0,287.9,+26.8,,,,,14:26:40,+2.2,-0.7,307.3,100.9,+8015,-0.1,+0.01,+1.1,28,-96,+12,116.4,29.92,+9538,278,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5541,5541,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+742,,,+92.9,+108.7,+37.2,+4.7,-92,+4.996,,,+7.7,+7.5,+59.3,+32.3,,,,,
52000.060,1539.50,2,9,2021-03-29 14:26:40,-33.58512,+21.80771,8381,100.0,287.8,+26.8,,,,,14:26:40,+2.2,-0.7,307.3,101.1,+8015,-0.2,+0.01,+1.0,27,-104,+12,116.7,29.92,+9538,278,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5541,5541,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+742,,,+93.0,+108.7,+37.2,+4.7,-92,+4.996,,,+7.7,+7.5,+59.3,+31.1,,,,,
52000.180,1539.62,2,9,2021-03-29 14:26:40,-33.58510,+21.80761,8381,100.2,287.8,+26.8,,,,,14:26:40,+2.2,-0.6,307.3,101.3,+8014,-0.2,+0.01,+1.0,27,-119,+12,116.8,29.92,+9537,278,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5540,5540,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+742,,,+92.8,+108.5,+37.2,+4.7,-92,+4.996,,,+7.7,+7.5,+59.4,+30.1,,,,,
52000.310,1539.75,2,9,2021-03-29 14:26:40,-33.58510,+21.80761,8381,100.2,287.8,+26.8,,,,,14:26:40,+2.2,-0.6,307.3,101.4,+8014,-0.2,+0.01,+1.0,27,-107,+12,117.0,29.92,+9537,278,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5540,5540,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+741,,,+92.7,+108.4,+37.2,+4.7,-92,+4.996,,,+7.7,+7.5,+59.4,+30.6,,,,,
52000.440,1539.88,2,9,2021-03-29 14:26:40,-33.58507,+21.80750,8382,100.3,287.8,+26.8,,,,,14:26:40,+2.2,-0.6,307.3,101.5,+8014,-0.2,+0.01,+1.0,27,-106,+12,117.1,29.92,+9537,278,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5543,5543,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+741,,,+92.7,+108.3,+37.2,+4.7,-92,+4.996,,,+7.7,+7.5,+59.5,+30.8,,,,,
52000.560,1540.00,2,9,2021-03-29 14:26:40,-33.58504,+21.80740,8381,100.3,287.8,+26.8,,,,,14:26:40,+2.2,-0.7,307.3,101.5,+8014,-0.2,+0.01,+1.0,27,-102,+12,117.1,29.92,+9537,278,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5543,5543,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+741,,,+92.7,+108.4,+37.2,+4.7,-92,+4.996,,,+7.7,+7.5,+59.4,+30.8,,,,,
52000.680,1540.12,2,9,2021-03-29 14:26:40,-33.58504,+21.80740,8381,100.3,287.8,+26.8,,,,,14:26:40,+2.2,-0.8,307.3,101.7,+8014,-0.3,+0.01,+1.0,27,-101,+12,117.4,29.92,+9537,278,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5542,5542,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+741,,,+92.8,+108.4,+37.2,+4.7,-92,+4.996,,,+7.7,+7.5,+59.5,+29.7,,,,,
52000.810,1540.25,2,9,2021-03-29 14:26:40,-33.58501,+21.80729,8381,100.4,287.7,+26.8,,,,,14:26:41,+2.2,-0.9,307.3,101.7,+8014,-0.3,+0.01,+1.0,27,-96,+12,117.4,29.92,+9537,278,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5542,5542,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+741,,,+92.8,+108.4,+37.1,+4.7,-93,+4.996,,,+7.7,+7.5,+59.5,+30.1,,,,,
52000.940,1540.38,2,9,2021-03-29 14:26:40,-33.58501,+21.80729,8380,100.4,287.7,+26.8,,,,,14:26:41,+2.2,-0.9,307.3,101.6,+8014,-0.3,+0.01,+1.0,27,-85,+12,117.3,29.92,+9537,278,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5535,5535,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+741,,,+92.7,+108.4,+37.1,+4.7,-93,+4.996,,,+7.7,+7.5,+59.5,+30.6,,,,,
52001.060,1540.50,2,9,2021-03-29 14:26:41,-33.58498,+21.80718,8380,100.5,287.6,+26.8,,,,,14:26:41,+2.3,-1.0,307.3,101.6,+8014,-0.3,+0.01,+1.0,27,-84,+12,117.3,29.92,+9537,278,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5535,5535,21.9,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+741,,,+92.8,+108.4,+37.1,+4.6,-94,+4.996,,,+7.7,+7.5,+59.4,+30.9,,,,,
52001.180,1540.62,2,9,2021-03-29 14:26:41,-33.58495,+21.80708,8380,100.5,287.6,+26.8,,,,,14:26:41,+2.4,-1.0,307.4,101.5,+8014,-0.3,+0.01,+1.0,27,-85,+12,117.1,29.92,+9537,278,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5536,5536,21.9,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+741,,,+92.8,+108.6,+37.1,+4.6,-94,+4.996,,,+7.7,+7.5,+59.4,+31.5,,,,,
52001.310,1540.75,2,9,2021-03-29 14:26:41,-33.58495,+21.80708,8380,100.5,287.6,+26.8,,,,,14:26:41,+2.5,-1.0,307.4,101.5,+8014,-0.3,+0.01,+1.1,28,-75,+12,117.1,29.92,+9537,278,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5536,5536,21.9,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+741,,,+92.9,+108.6,+37.1,+4.6,-94,+4.996,,,+7.7,+7.5,+59.3,+30.6,,,,,
52001.440,1540.88,2,9,2021-03-29 14:26:41,-33.58493,+21.80697,8380,100.6,287.5,+26.8,,,,,14:26:41,+2.6,-1.0,307.5,101.5,+8014,-0.2,+0.01,+1.0,27,-71,+12,117.1,29.92,+9537,278,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5538,5538,21.9,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+740,,,+92.8,+108.5,+37.1,+4.6,-94,+4.996,,,+7.7,+7.5,+59.4,+30.8,,,,,
52001.560,1541.00,2,9,2021-03-29 14:26:41,-33.58490,+21.80687,8380,100.6,287.5,+26.8,,,,,14:26:41,+2.6,-1.0,307.5,101.5,+8014,-0.2,+0.01,+1.0,28,-72,+12,117.1,29.92,+9537,278,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5538,5538,21.9,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+740,,,+92.7,+108.3,+37.1,+4.6,-94,+4.996,,,+7.7,+7.5,+59.4,+31.4,,,,,
52001.680,1541.12,2,9,2021-03-29 14:26:41,-33.58490,+21.80687,8380,100.6,287.5,+26.8,,,,,14:26:41,+2.7,-1.0,307.4,101.4,+8014,-0.2,+0.01,+1.0,28,-72,+12,117.0,29.92,+9537,277,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5534,5534,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+740,,,+92.6,+108.2,+37.1,+4.7,-94,+4.996,,,+7.7,+7.5,+59.4,+31.8,,,,,
52001.810,1541.25,2,9,2021-03-29 14:26:41,-33.58487,+21.80676,8380,100.7,287.4,+26.8,,,,,14:26:42,+2.8,-1.0,307.4,101.4,+8013,-0.2,+0.01,+1.0,27,-62,+12,117.0,29.92,+9536,277,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5534,5534,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+740,,,+92.7,+108.3,+37.1,+4.7,-94,+4.998,,,+7.7,+7.5,+59.6,+30.5,,,,,
52001.940,1541.38,2,9,2021-03-29 14:26:41,-33.58487,+21.80676,8381,100.7,287.4,+26.8,,,,,14:26:42,+2.8,-1.0,307.4,101.4,+8013,-0.2,+0.01,+1.0,27,-57,+12,117.0,29.92,+9536,277,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5533,5533,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+740,,,+92.7,+108.4,+37.0,+4.7,-95,+4.998,,,+7.7,+7.5,+59.7,+32.4,,,,,
52002.060,1541.50,2,9,2021-03-29 14:26:42,-33.58485,+21.80665,8381,100.7,287.4,+26.8,,,,,14:26:42,+2.9,-0.9,307.3,101.6,+8013,-0.2,+0.01,+1.0,26,-63,+12,117.2,29.92,+9536,277,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5533,5533,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+740,,,+92.7,+108.4,+37.0,+4.7,-95,+4.998,,,+7.7,+7.5,+59.7,+34.4,,,,,
52002.180,1541.62,2,9,2021-03-29 14:26:42,-33.58482,+21.80655,8380,100.8,287.3,+26.8,,,,,14:26:42,+2.9,-0.9,307.3,101.6,+8013,-0.2,+0.01,+1.0,26,-65,+12,117.2,29.92,+9536,277,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5539,5539,21.9,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+740,,,+92.7,+108.3,+37.0,+4.6,-95,+4.996,,,+7.7,+7.5,+59.5,+35.1,,,,,
52002.310,1541.75,2,9,2021-03-29 14:26:42,-33.58482,+21.80655,8380,100.8,287.3,+26.8,,,,,14:26:42,+2.9,-0.8,307.2,101.6,+8013,-0.2,+0.01,+1.0,26,-66,+12,117.2,29.92,+9536,277,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5539,5539,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+740,,,+92.7,+108.3,+37.0,+4.7,-95,+4.996,,,+7.7,+7.5,+59.5,+34.5,,,,,
52002.440,1541.88,2,9,2021-03-29 14:26:42,-33.58479,+21.80644,8380,100.8,287.3,+26.8,,,,,14:26:42,+2.9,-0.8,307.1,101.6,+8013,-0.2,+0.01,+1.0,26,-56,+12,117.2,29.92,+9536,277,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5542,5542,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+740,,,+92.8,+108.5,+37.0,+4.7,-95,+4.996,,,+7.7,+7.5,+59.5,+34.1,,,,,
52002.560,1542.00,2,9,2021-03-29 14:26:42,-33.58476,+21.80633,8380,100.8,287.3,+26.8,,,,,14:26:42,+2.9,-0.8,307.0,101.5,+8013,-0.3,+0.01,+1.0,26,-46,+12,117.1,29.92,+9536,277,19,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5542,5542,21.9,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+679,,+740,,,+92.8,+108.5,+37.0,+4.7,-96,+4.996,,,+7.7,+7.5,+59.5,+35.8,,,,,
